variation_group_id,program_family,name_1,name_2,source,url,stem_fields_1,stem_fields_2,distinguishing_feature,name_similarity,recommendation,index_1,index_2
VAR_69,Pioneer Academics,Pioneer Academics - Neuroscience and Cognitive Science,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Neuroscience, Cognitive Science, Psychology, Biology, Brain Research","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Biology; Subject: Neuroscience; Field: Neuroscience, Cognitive Science, Psychology, Biology, Brain Research",70.48%,keep_separate,124,134
VAR_70,Pioneer Academics,Pioneer Academics - Neuroscience and Cognitive Science,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Neuroscience, Cognitive Science, Psychology, Biology, Brain Research","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Biology; Subject: Neuroscience; Field: Neuroscience, Cognitive Science, Psychology, Biology, Brain Research",64.65%,keep_separate,124,135
VAR_71,Pioneer Academics,Pioneer Academics - Neuroscience and Cognitive Science,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Neuroscience, Cognitive Science, Psychology, Biology, Brain Research","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Biology; Subject: Neuroscience; Field: Neuroscience, Cognitive Science, Psychology, Biology, Brain Research",53.85%,keep_separate,124,136
VAR_72,Pioneer Academics,Pioneer Academics - Neuroscience and Cognitive Science,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Neuroscience, Cognitive Science, Psychology, Biology, Brain Research","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Biology; Subject: Neuroscience; Field: Neuroscience, Cognitive Science, Psychology, Biology, Brain Research",60.00%,keep_separate,124,137
VAR_73,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",62.26%,keep_separate,125,126
VAR_74,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",61.86%,keep_separate,125,127
VAR_75,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",69.47%,keep_separate,125,128
VAR_76,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",70.00%,keep_separate,125,129
VAR_77,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",71.58%,keep_separate,125,130
VAR_78,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",61.86%,keep_separate,125,131
VAR_79,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",64.44%,keep_separate,125,132
VAR_80,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",66.67%,keep_separate,125,133
VAR_81,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",61.86%,keep_separate,125,134
VAR_82,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",68.13%,keep_separate,125,135
VAR_83,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",70.83%,keep_separate,125,136
VAR_84,Pioneer Academics,Pioneer Academics - Astrophysics and Cosmology,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Astrophysics, Astronomy, Cosmology, Physics, Space Science","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Physics; Field: Astrophysics, Astronomy, Cosmology, Physics, Space Science",66.67%,keep_separate,125,137
VAR_85,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",68.47%,keep_separate,126,127
VAR_86,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",56.88%,keep_separate,126,128
VAR_87,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",56.14%,keep_separate,126,129
VAR_88,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",60.55%,keep_separate,126,130
VAR_89,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",59.46%,keep_separate,126,131
VAR_90,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",59.62%,keep_separate,126,132
VAR_91,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",71.03%,keep_separate,126,133
VAR_92,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",75.68%,keep_separate,126,134
VAR_93,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",66.67%,keep_separate,126,135
VAR_94,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",54.55%,keep_separate,126,136
VAR_95,Pioneer Academics,Pioneer Academics - Environmental Science and Climate Change,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Environmental Science, Climate Science, Ecology, Sustainability, Conservation","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Environmental; Field: Environmental Science, Climate Science, Ecology, Sustainability, Conservation",60.34%,keep_separate,126,137
VAR_96,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",58.00%,keep_separate,127,128
VAR_97,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",60.95%,keep_separate,127,129
VAR_98,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",60.00%,keep_separate,127,130
VAR_99,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",64.71%,keep_separate,127,131
VAR_100,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",67.37%,keep_separate,127,132
VAR_101,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",77.55%,keep_separate,127,133
VAR_102,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",72.55%,keep_separate,127,134
VAR_103,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",66.67%,keep_separate,127,135
VAR_104,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",59.41%,keep_separate,127,136
VAR_105,Pioneer Academics,Pioneer Academics - Computer Science and Algorithms,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Biology; Subject: Computer Science; Subject: Engineering; Field: Computer Science, Algorithms, Programming, Software Engineering, Theoretical CS",57.94%,keep_separate,127,137
VAR_106,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",66.02%,keep_separate,128,129
VAR_107,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",69.39%,keep_separate,128,130
VAR_108,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",68.00%,keep_separate,128,131
VAR_109,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",62.37%,keep_separate,128,132
VAR_110,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",62.50%,keep_separate,128,133
VAR_111,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",64.00%,keep_separate,128,134
VAR_112,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",80.85%,keep_separate,128,135
VAR_113,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",62.63%,keep_separate,128,136
VAR_114,Pioneer Academics,Pioneer Academics - Mathematics and Number Theory,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Mathematics; Field: Mathematics, Number Theory, Pure Math, Applied Math, Mathematical Modeling",70.48%,keep_separate,128,137
VAR_115,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",64.08%,keep_separate,129,130
VAR_116,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",72.38%,keep_separate,129,131
VAR_117,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",61.22%,keep_separate,129,132
VAR_118,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",57.43%,keep_separate,129,133
VAR_119,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",64.76%,keep_separate,129,134
VAR_120,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",66.67%,keep_separate,129,135
VAR_121,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",73.08%,keep_separate,129,136
VAR_122,Pioneer Academics,Pioneer Academics - Biochemistry and Molecular Biology,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Biology; Subject: Chemistry; Field: Biochemistry, Molecular Biology, Protein Science, Cell Biology, Enzymology",63.64%,keep_separate,129,137
VAR_123,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",60.00%,keep_separate,130,131
VAR_124,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",64.52%,keep_separate,130,132
VAR_125,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",68.75%,keep_separate,130,133
VAR_126,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",64.00%,keep_separate,130,134
VAR_127,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",68.09%,keep_separate,130,135
VAR_128,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",60.61%,keep_separate,130,136
VAR_129,Pioneer Academics,Pioneer Academics - Physics and Quantum Mechanics,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Physics; Field: Physics, Quantum Mechanics, Theoretical Physics, Particle Physics, Condensed Matter",60.95%,keep_separate,130,137
VAR_130,Pioneer Academics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics - Engineering and Robotics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Subject: Chemistry; Field: Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry",65.26%,keep_separate,131,132
VAR_131,Pioneer Academics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Chemistry; Field: Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry",65.31%,keep_separate,131,133
VAR_132,Pioneer Academics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Chemistry; Field: Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry",60.78%,keep_separate,131,134
