group_id,index1,index2,name1,name2,stem_fields1,stem_fields2,url,name_similarity,recommendation,reason
VAR_1303,723,755,Best Buy @ 15 Scholarship - Technology Track,Barry Goldwater Scholarship,"Computer Science, Technology, Software Engineering","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,42,keep_separate,Different STEM fields
VAR_1304,723,756,Best Buy @ 15 Scholarship - Technology Track,Generation Google Scholarship - North America,"Computer Science, Technology, Software Engineering","Computer Science, Software Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,52,keep_separate,Different STEM fields
VAR_1305,724,725,Lockheed Martin STEM Scholarship,Google Generation Scholarship,"Engineering, Computer Science, Aerospace","Computer Science, Software Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,62,keep_separate,Different STEM fields
VAR_1306,724,726,Lockheed Martin STEM Scholarship,Microsoft Tuition Scholarship,"Engineering, Computer Science, Aerospace","Computer Science, Software Engineering, Data Science",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1307,724,727,Lockheed Martin STEM Scholarship,Buick Achievers Scholarship - STEM,"Engineering, Computer Science, Aerospace","Engineering, Technology, Computer Science",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1308,724,728,Lockheed Martin STEM Scholarship,AXA Achievement Scholarship - STEM,"Engineering, Computer Science, Aerospace","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1309,724,729,Lockheed Martin STEM Scholarship,UNCF-Merck Science Initiative,"Engineering, Computer Science, Aerospace","Biology, Chemistry, Life Sciences",https://bigfuture.collegeboard.org/scholarships,33,keep_separate,Different STEM fields
VAR_1310,724,730,Lockheed Martin STEM Scholarship,Davidson Fellows Scholarship - STEM,"Engineering, Computer Science, Aerospace","Mathematics, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,54,keep_separate,Different STEM fields
VAR_1311,724,731,Lockheed Martin STEM Scholarship,SMART Scholarship for STEM,"Engineering, Computer Science, Aerospace","Engineering, Computer Science, Mathematics, Physics",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1312,724,732,Lockheed Martin STEM Scholarship,Elks National Foundation Most Valuable Student - STEM,"Engineering, Computer Science, Aerospace","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,33,keep_separate,Different STEM fields
VAR_1313,724,733,Lockheed Martin STEM Scholarship,NSHSS STEM Scholar Award,"Engineering, Computer Science, Aerospace","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1314,724,734,Lockheed Martin STEM Scholarship,Boeing Company Scholarship,"Engineering, Computer Science, Aerospace","Aerospace Engineering, Engineering, Physics",https://bigfuture.collegeboard.org/scholarships,62,keep_separate,Different STEM fields
VAR_1315,724,735,Lockheed Martin STEM Scholarship,GE-Reagan Foundation Scholarship,"Engineering, Computer Science, Aerospace","General STEM, Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,59,keep_separate,Different STEM fields
VAR_1316,724,736,Lockheed Martin STEM Scholarship,AFCEA STEM Major Scholarships,"Engineering, Computer Science, Aerospace","Computer Science, Electronics, Communications Engineering",https://bigfuture.collegeboard.org/scholarships,66,keep_separate,Different STEM fields
VAR_1317,724,737,Lockheed Martin STEM Scholarship,Regeneron Science Talent Search,"Engineering, Computer Science, Aerospace","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,41,keep_separate,Different STEM fields
VAR_1318,724,738,Lockheed Martin STEM Scholarship,NACA Regional Council Student Leader Scholarship - STEM,"Engineering, Computer Science, Aerospace","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,48,keep_separate,Different STEM fields
VAR_1319,724,739,Lockheed Martin STEM Scholarship,Horatio Alger STEM Scholarship,"Engineering, Computer Science, Aerospace","General STEM, Engineering, Science",https://bigfuture.collegeboard.org/scholarships,68,keep_separate,Different STEM fields
VAR_1320,724,740,Lockheed Martin STEM Scholarship,SMART Girls Scholarship,"Engineering, Computer Science, Aerospace","General STEM, Mathematics, Science, Technology",https://bigfuture.collegeboard.org/scholarships,65,keep_separate,Different STEM fields
VAR_1321,724,741,Lockheed Martin STEM Scholarship,National Space Club Keynote Scholarship,"Engineering, Computer Science, Aerospace","Aerospace Engineering, Physics, Astronomy",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1322,724,742,Lockheed Martin STEM Scholarship,NAMEPA Scholarship Foundation STEM Award,"Engineering, Computer Science, Aerospace","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,42,keep_separate,Different STEM fields
VAR_1323,724,743,Lockheed Martin STEM Scholarship,AWS Girls Tech Program Scholarship,"Engineering, Computer Science, Aerospace","Computer Science, Cloud Computing, Technology",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1324,724,744,Lockheed Martin STEM Scholarship,Science Olympiad Scholarship,"Engineering, Computer Science, Aerospace","General STEM, Science, Engineering",https://bigfuture.collegeboard.org/scholarships,60,keep_separate,Different STEM fields
VAR_1325,724,745,Lockheed Martin STEM Scholarship,First Robotics Scholarship,"Engineering, Computer Science, Aerospace","Robotics, Engineering, Computer Science",https://bigfuture.collegeboard.org/scholarships,59,keep_separate,Different STEM fields
VAR_1326,724,746,Lockheed Martin STEM Scholarship,Environmental Protection Agency STEM Scholarship,"Engineering, Computer Science, Aerospace","Environmental Science, Environmental Engineering, Biology",https://bigfuture.collegeboard.org/scholarships,60,keep_separate,Different STEM fields
VAR_1327,724,747,Lockheed Martin STEM Scholarship,Biomimicry Institute Youth Design Challenge Scholarship,"Engineering, Computer Science, Aerospace","Engineering, Biology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,48,keep_separate,Different STEM fields
VAR_1328,724,748,Lockheed Martin STEM Scholarship,NAACP ACT-SO STEM Award,"Engineering, Computer Science, Aerospace","General STEM, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,44,keep_separate,Different STEM fields
VAR_1329,724,749,Lockheed Martin STEM Scholarship,Thurgood Marshall College Fund STEM Scholarship,"Engineering, Computer Science, Aerospace","General STEM, Engineering, Computer Science, Science",https://bigfuture.collegeboard.org/scholarships,61,keep_separate,Different STEM fields
VAR_1330,724,750,Lockheed Martin STEM Scholarship,Siemens Foundation Scholarship,"Engineering, Computer Science, Aerospace","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,61,keep_separate,Different STEM fields
VAR_1331,724,751,Lockheed Martin STEM Scholarship,NCWIT Aspirations in Computing Award,"Engineering, Computer Science, Aerospace","Computer Science, Information Technology, Software Engineering",https://bigfuture.collegeboard.org/scholarships,38,keep_separate,Different STEM fields
VAR_1332,724,752,Lockheed Martin STEM Scholarship,ASM Materials Education Foundation Scholarship,"Engineering, Computer Science, Aerospace","Materials Science, Engineering, Chemistry",https://bigfuture.collegeboard.org/scholarships,54,keep_separate,Different STEM fields
VAR_1333,724,753,Lockheed Martin STEM Scholarship,AMS Weather Band Scholarship,"Engineering, Computer Science, Aerospace","Atmospheric Science, Meteorology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,57,keep_separate,Different STEM fields
VAR_1334,724,754,Lockheed Martin STEM Scholarship,Stokes Educational Scholarship Program (NSA),"Engineering, Computer Science, Aerospace","Computer Science, Cybersecurity, Mathematics",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1335,724,755,Lockheed Martin STEM Scholarship,Barry Goldwater Scholarship,"Engineering, Computer Science, Aerospace","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1336,724,756,Lockheed Martin STEM Scholarship,Generation Google Scholarship - North America,"Engineering, Computer Science, Aerospace","Computer Science, Software Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,52,keep_separate,Different STEM fields
VAR_1337,725,726,Google Generation Scholarship,Microsoft Tuition Scholarship,"Computer Science, Software Engineering, Technology","Computer Science, Software Engineering, Data Science",https://bigfuture.collegeboard.org/scholarships,66,keep_separate,Different STEM fields
VAR_1338,725,727,Google Generation Scholarship,Buick Achievers Scholarship - STEM,"Computer Science, Software Engineering, Technology","Engineering, Technology, Computer Science",https://bigfuture.collegeboard.org/scholarships,51,keep_separate,Different STEM fields
VAR_1339,725,728,Google Generation Scholarship,AXA Achievement Scholarship - STEM,"Computer Science, Software Engineering, Technology","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,51,keep_separate,Different STEM fields
VAR_1340,725,729,Google Generation Scholarship,UNCF-Merck Science Initiative,"Computer Science, Software Engineering, Technology","Biology, Chemistry, Life Sciences",https://bigfuture.collegeboard.org/scholarships,31,keep_separate,Different STEM fields
VAR_1341,725,730,Google Generation Scholarship,Davidson Fellows Scholarship - STEM,"Computer Science, Software Engineering, Technology","Mathematics, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1342,725,731,Google Generation Scholarship,SMART Scholarship for STEM,"Computer Science, Software Engineering, Technology","Engineering, Computer Science, Mathematics, Physics",https://bigfuture.collegeboard.org/scholarships,51,keep_separate,Different STEM fields
VAR_1343,725,732,Google Generation Scholarship,Elks National Foundation Most Valuable Student - STEM,"Computer Science, Software Engineering, Technology","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,34,keep_separate,Different STEM fields
VAR_1344,725,733,Google Generation Scholarship,NSHSS STEM Scholar Award,"Computer Science, Software Engineering, Technology","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,38,keep_separate,Different STEM fields
VAR_1345,725,734,Google Generation Scholarship,Boeing Company Scholarship,"Computer Science, Software Engineering, Technology","Aerospace Engineering, Engineering, Physics",https://bigfuture.collegeboard.org/scholarships,62,keep_separate,Different STEM fields
VAR_1346,725,735,Google Generation Scholarship,GE-Reagan Foundation Scholarship,"Computer Science, Software Engineering, Technology","General STEM, Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,69,keep_separate,Different STEM fields
VAR_1347,725,736,Google Generation Scholarship,AFCEA STEM Major Scholarships,"Computer Science, Software Engineering, Technology","Computer Science, Electronics, Communications Engineering",https://bigfuture.collegeboard.org/scholarships,59,keep_separate,Different STEM fields
VAR_1348,725,737,Google Generation Scholarship,Regeneron Science Talent Search,"Computer Science, Software Engineering, Technology","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1349,725,738,Google Generation Scholarship,NACA Regional Council Student Leader Scholarship - STEM,"Computer Science, Software Engineering, Technology","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1350,725,739,Google Generation Scholarship,Horatio Alger STEM Scholarship,"Computer Science, Software Engineering, Technology","General STEM, Engineering, Science",https://bigfuture.collegeboard.org/scholarships,64,keep_separate,Different STEM fields
VAR_1351,725,740,Google Generation Scholarship,SMART Girls Scholarship,"Computer Science, Software Engineering, Technology","General STEM, Mathematics, Science, Technology",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1352,725,741,Google Generation Scholarship,National Space Club Keynote Scholarship,"Computer Science, Software Engineering, Technology","Aerospace Engineering, Physics, Astronomy",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1353,725,742,Google Generation Scholarship,NAMEPA Scholarship Foundation STEM Award,"Computer Science, Software Engineering, Technology","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,43,keep_separate,Different STEM fields
VAR_1354,725,743,Google Generation Scholarship,AWS Girls Tech Program Scholarship,"Computer Science, Software Engineering, Technology","Computer Science, Cloud Computing, Technology",https://bigfuture.collegeboard.org/scholarships,60,keep_separate,Different STEM fields
VAR_1355,725,744,Google Generation Scholarship,Science Olympiad Scholarship,"Computer Science, Software Engineering, Technology","General STEM, Science, Engineering",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1356,725,745,Google Generation Scholarship,First Robotics Scholarship,"Computer Science, Software Engineering, Technology","Robotics, Engineering, Computer Science",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1357,725,746,Google Generation Scholarship,Environmental Protection Agency STEM Scholarship,"Computer Science, Software Engineering, Technology","Environmental Science, Environmental Engineering, Biology",https://bigfuture.collegeboard.org/scholarships,52,keep_separate,Different STEM fields
VAR_1358,725,747,Google Generation Scholarship,Biomimicry Institute Youth Design Challenge Scholarship,"Computer Science, Software Engineering, Technology","Engineering, Biology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,45,keep_separate,Different STEM fields
VAR_1359,725,748,Google Generation Scholarship,NAACP ACT-SO STEM Award,"Computer Science, Software Engineering, Technology","General STEM, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,31,keep_separate,Different STEM fields
VAR_1360,725,749,Google Generation Scholarship,Thurgood Marshall College Fund STEM Scholarship,"Computer Science, Software Engineering, Technology","General STEM, Engineering, Computer Science, Science",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1361,725,750,Google Generation Scholarship,Siemens Foundation Scholarship,"Computer Science, Software Engineering, Technology","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,68,keep_separate,Different STEM fields
VAR_1362,725,751,Google Generation Scholarship,NCWIT Aspirations in Computing Award,"Computer Science, Software Engineering, Technology","Computer Science, Information Technology, Software Engineering",https://bigfuture.collegeboard.org/scholarships,37,keep_separate,Different STEM fields
VAR_1363,725,752,Google Generation Scholarship,ASM Materials Education Foundation Scholarship,"Computer Science, Software Engineering, Technology","Materials Science, Engineering, Chemistry",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1364,725,753,Google Generation Scholarship,AMS Weather Band Scholarship,"Computer Science, Software Engineering, Technology","Atmospheric Science, Meteorology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,63,keep_separate,Different STEM fields
VAR_1365,725,754,Google Generation Scholarship,Stokes Educational Scholarship Program (NSA),"Computer Science, Software Engineering, Technology","Computer Science, Cybersecurity, Mathematics",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1366,725,755,Google Generation Scholarship,Barry Goldwater Scholarship,"Computer Science, Software Engineering, Technology","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,61,keep_separate,Different STEM fields
VAR_1367,726,727,Microsoft Tuition Scholarship,Buick Achievers Scholarship - STEM,"Computer Science, Software Engineering, Data Science","Engineering, Technology, Computer Science",https://bigfuture.collegeboard.org/scholarships,51,keep_separate,Different STEM fields
VAR_1368,726,728,Microsoft Tuition Scholarship,AXA Achievement Scholarship - STEM,"Computer Science, Software Engineering, Data Science","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,48,keep_separate,Different STEM fields
VAR_1369,726,729,Microsoft Tuition Scholarship,UNCF-Merck Science Initiative,"Computer Science, Software Engineering, Data Science","Biology, Chemistry, Life Sciences",https://bigfuture.collegeboard.org/scholarships,31,keep_separate,Different STEM fields
VAR_1370,726,730,Microsoft Tuition Scholarship,Davidson Fellows Scholarship - STEM,"Computer Science, Software Engineering, Data Science","Mathematics, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,53,keep_separate,Different STEM fields
VAR_1371,726,731,Microsoft Tuition Scholarship,SMART Scholarship for STEM,"Computer Science, Software Engineering, Data Science","Engineering, Computer Science, Mathematics, Physics",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1372,726,732,Microsoft Tuition Scholarship,Elks National Foundation Most Valuable Student - STEM,"Computer Science, Software Engineering, Data Science","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,32,keep_separate,Different STEM fields
VAR_1373,726,733,Microsoft Tuition Scholarship,NSHSS STEM Scholar Award,"Computer Science, Software Engineering, Data Science","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,42,keep_separate,Different STEM fields
VAR_1374,726,734,Microsoft Tuition Scholarship,Boeing Company Scholarship,"Computer Science, Software Engineering, Data Science","Aerospace Engineering, Engineering, Physics",https://bigfuture.collegeboard.org/scholarships,58,keep_separate,Different STEM fields
VAR_1375,726,735,Microsoft Tuition Scholarship,GE-Reagan Foundation Scholarship,"Computer Science, Software Engineering, Data Science","General STEM, Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,62,keep_separate,Different STEM fields
VAR_1376,726,736,Microsoft Tuition Scholarship,AFCEA STEM Major Scholarships,"Computer Science, Software Engineering, Data Science","Computer Science, Electronics, Communications Engineering",https://bigfuture.collegeboard.org/scholarships,59,keep_separate,Different STEM fields
VAR_1377,726,737,Microsoft Tuition Scholarship,Regeneron Science Talent Search,"Computer Science, Software Engineering, Data Science","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,37,keep_separate,Different STEM fields
VAR_1378,726,738,Microsoft Tuition Scholarship,NACA Regional Council Student Leader Scholarship - STEM,"Computer Science, Software Engineering, Data Science","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,48,keep_separate,Different STEM fields
VAR_1379,726,739,Microsoft Tuition Scholarship,Horatio Alger STEM Scholarship,"Computer Science, Software Engineering, Data Science","General STEM, Engineering, Science",https://bigfuture.collegeboard.org/scholarships,54,keep_separate,Different STEM fields
VAR_1380,726,740,Microsoft Tuition Scholarship,SMART Girls Scholarship,"Computer Science, Software Engineering, Data Science","General STEM, Mathematics, Science, Technology",https://bigfuture.collegeboard.org/scholarships,65,keep_separate,Different STEM fields
VAR_1381,726,741,Microsoft Tuition Scholarship,National Space Club Keynote Scholarship,"Computer Science, Software Engineering, Data Science","Aerospace Engineering, Physics, Astronomy",https://bigfuture.collegeboard.org/scholarships,53,keep_separate,Different STEM fields
VAR_1382,726,742,Microsoft Tuition Scholarship,NAMEPA Scholarship Foundation STEM Award,"Computer Science, Software Engineering, Data Science","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,41,keep_separate,Different STEM fields
VAR_1383,726,743,Microsoft Tuition Scholarship,AWS Girls Tech Program Scholarship,"Computer Science, Software Engineering, Data Science","Computer Science, Cloud Computing, Technology",https://bigfuture.collegeboard.org/scholarships,57,keep_separate,Different STEM fields
VAR_1384,726,744,Microsoft Tuition Scholarship,Science Olympiad Scholarship,"Computer Science, Software Engineering, Data Science","General STEM, Science, Engineering",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1385,726,745,Microsoft Tuition Scholarship,First Robotics Scholarship,"Computer Science, Software Engineering, Data Science","Robotics, Engineering, Computer Science",https://bigfuture.collegeboard.org/scholarships,69,keep_separate,Different STEM fields
VAR_1386,726,746,Microsoft Tuition Scholarship,Environmental Protection Agency STEM Scholarship,"Computer Science, Software Engineering, Data Science","Environmental Science, Environmental Engineering, Biology",https://bigfuture.collegeboard.org/scholarships,57,keep_separate,Different STEM fields
VAR_1387,726,747,Microsoft Tuition Scholarship,Biomimicry Institute Youth Design Challenge Scholarship,"Computer Science, Software Engineering, Data Science","Engineering, Biology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1388,726,748,Microsoft Tuition Scholarship,NAACP ACT-SO STEM Award,"Computer Science, Software Engineering, Data Science","General STEM, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,31,keep_separate,Different STEM fields
VAR_1389,726,749,Microsoft Tuition Scholarship,Thurgood Marshall College Fund STEM Scholarship,"Computer Science, Software Engineering, Data Science","General STEM, Engineering, Computer Science, Science",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1390,726,750,Microsoft Tuition Scholarship,Siemens Foundation Scholarship,"Computer Science, Software Engineering, Data Science","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,68,keep_separate,Different STEM fields
VAR_1391,726,751,Microsoft Tuition Scholarship,NCWIT Aspirations in Computing Award,"Computer Science, Software Engineering, Data Science","Computer Science, Information Technology, Software Engineering",https://bigfuture.collegeboard.org/scholarships,40,keep_separate,Different STEM fields
VAR_1392,726,752,Microsoft Tuition Scholarship,ASM Materials Education Foundation Scholarship,"Computer Science, Software Engineering, Data Science","Materials Science, Engineering, Chemistry",https://bigfuture.collegeboard.org/scholarships,59,keep_separate,Different STEM fields
VAR_1393,726,753,Microsoft Tuition Scholarship,AMS Weather Band Scholarship,"Computer Science, Software Engineering, Data Science","Atmospheric Science, Meteorology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,60,keep_separate,Different STEM fields
VAR_1394,726,754,Microsoft Tuition Scholarship,Stokes Educational Scholarship Program (NSA),"Computer Science, Software Engineering, Data Science","Computer Science, Cybersecurity, Mathematics",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1395,726,755,Microsoft Tuition Scholarship,Barry Goldwater Scholarship,"Computer Science, Software Engineering, Data Science","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,54,keep_separate,Different STEM fields
VAR_1396,726,756,Microsoft Tuition Scholarship,Generation Google Scholarship - North America,"Computer Science, Software Engineering, Data Science","Computer Science, Software Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,46,keep_separate,Different STEM fields
VAR_1397,727,728,Buick Achievers Scholarship - STEM,AXA Achievement Scholarship - STEM,"Engineering, Technology, Computer Science","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,79,keep_separate,Different STEM fields
VAR_1398,727,729,Buick Achievers Scholarship - STEM,UNCF-Merck Science Initiative,"Engineering, Technology, Computer Science","Biology, Chemistry, Life Sciences",https://bigfuture.collegeboard.org/scholarships,38,keep_separate,Different STEM fields
VAR_1399,727,730,Buick Achievers Scholarship - STEM,Davidson Fellows Scholarship - STEM,"Engineering, Technology, Computer Science","Mathematics, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,67,keep_separate,Different STEM fields
VAR_1400,727,731,Buick Achievers Scholarship - STEM,SMART Scholarship for STEM,"Engineering, Technology, Computer Science","Engineering, Computer Science, Mathematics, Physics",https://bigfuture.collegeboard.org/scholarships,67,keep_separate,Different STEM fields
VAR_1401,727,732,Buick Achievers Scholarship - STEM,Elks National Foundation Most Valuable Student - STEM,"Engineering, Technology, Computer Science","General STEM, Science, Mathematics",https://bigfuture.collegeboard.org/scholarships,37,keep_separate,Different STEM fields
VAR_1402,727,733,Buick Achievers Scholarship - STEM,NSHSS STEM Scholar Award,"Engineering, Technology, Computer Science","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,38,keep_separate,Different STEM fields
VAR_1403,727,734,Buick Achievers Scholarship - STEM,Boeing Company Scholarship,"Engineering, Technology, Computer Science","Aerospace Engineering, Engineering, Physics",https://bigfuture.collegeboard.org/scholarships,53,keep_separate,Different STEM fields
VAR_1404,727,735,Buick Achievers Scholarship - STEM,GE-Reagan Foundation Scholarship,"Engineering, Technology, Computer Science","General STEM, Engineering, Technology",https://bigfuture.collegeboard.org/scholarships,45,keep_separate,Different STEM fields
VAR_1405,727,736,Buick Achievers Scholarship - STEM,AFCEA STEM Major Scholarships,"Engineering, Technology, Computer Science","Computer Science, Electronics, Communications Engineering",https://bigfuture.collegeboard.org/scholarships,57,keep_separate,Different STEM fields
VAR_1406,727,737,Buick Achievers Scholarship - STEM,Regeneron Science Talent Search,"Engineering, Technology, Computer Science","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,34,keep_separate,Different STEM fields
VAR_1407,727,738,Buick Achievers Scholarship - STEM,NACA Regional Council Student Leader Scholarship - STEM,"Engineering, Technology, Computer Science","General STEM, Science, Technology",https://bigfuture.collegeboard.org/scholarships,61,keep_separate,Different STEM fields
VAR_1408,727,739,Buick Achievers Scholarship - STEM,Horatio Alger STEM Scholarship,"Engineering, Technology, Computer Science","General STEM, Engineering, Science",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1409,727,740,Buick Achievers Scholarship - STEM,SMART Girls Scholarship,"Engineering, Technology, Computer Science","General STEM, Mathematics, Science, Technology",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
VAR_1410,727,741,Buick Achievers Scholarship - STEM,National Space Club Keynote Scholarship,"Engineering, Technology, Computer Science","Aerospace Engineering, Physics, Astronomy",https://bigfuture.collegeboard.org/scholarships,49,keep_separate,Different STEM fields
VAR_1411,727,742,Buick Achievers Scholarship - STEM,NAMEPA Scholarship Foundation STEM Award,"Engineering, Technology, Computer Science","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,54,keep_separate,Different STEM fields
VAR_1412,727,743,Buick Achievers Scholarship - STEM,AWS Girls Tech Program Scholarship,"Engineering, Technology, Computer Science","Computer Science, Cloud Computing, Technology",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1413,727,744,Buick Achievers Scholarship - STEM,Science Olympiad Scholarship,"Engineering, Technology, Computer Science","General STEM, Science, Engineering",https://bigfuture.collegeboard.org/scholarships,52,keep_separate,Different STEM fields
VAR_1414,727,745,Buick Achievers Scholarship - STEM,First Robotics Scholarship,"Engineering, Technology, Computer Science","Robotics, Engineering, Computer Science",https://bigfuture.collegeboard.org/scholarships,53,keep_separate,Different STEM fields
VAR_1415,727,746,Buick Achievers Scholarship - STEM,Environmental Protection Agency STEM Scholarship,"Engineering, Technology, Computer Science","Environmental Science, Environmental Engineering, Biology",https://bigfuture.collegeboard.org/scholarships,44,keep_separate,Different STEM fields
VAR_1416,727,747,Buick Achievers Scholarship - STEM,Biomimicry Institute Youth Design Challenge Scholarship,"Engineering, Technology, Computer Science","Engineering, Biology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,45,keep_separate,Different STEM fields
VAR_1417,727,748,Buick Achievers Scholarship - STEM,NAACP ACT-SO STEM Award,"Engineering, Technology, Computer Science","General STEM, Science, Technology, Engineering",https://bigfuture.collegeboard.org/scholarships,39,keep_separate,Different STEM fields
VAR_1418,727,749,Buick Achievers Scholarship - STEM,Thurgood Marshall College Fund STEM Scholarship,"Engineering, Technology, Computer Science","General STEM, Engineering, Computer Science, Science",https://bigfuture.collegeboard.org/scholarships,47,keep_separate,Different STEM fields
VAR_1419,727,750,Buick Achievers Scholarship - STEM,Siemens Foundation Scholarship,"Engineering, Technology, Computer Science","Engineering, Computer Science, Technology",https://bigfuture.collegeboard.org/scholarships,50,keep_separate,Different STEM fields
VAR_1420,727,751,Buick Achievers Scholarship - STEM,NCWIT Aspirations in Computing Award,"Engineering, Technology, Computer Science","Computer Science, Information Technology, Software Engineering",https://bigfuture.collegeboard.org/scholarships,31,keep_separate,Different STEM fields
VAR_1421,727,752,Buick Achievers Scholarship - STEM,ASM Materials Education Foundation Scholarship,"Engineering, Technology, Computer Science","Materials Science, Engineering, Chemistry",https://bigfuture.collegeboard.org/scholarships,43,keep_separate,Different STEM fields
VAR_1422,727,753,Buick Achievers Scholarship - STEM,AMS Weather Band Scholarship,"Engineering, Technology, Computer Science","Atmospheric Science, Meteorology, Environmental Science",https://bigfuture.collegeboard.org/scholarships,55,keep_separate,Different STEM fields
VAR_1423,727,754,Buick Achievers Scholarship - STEM,Stokes Educational Scholarship Program (NSA),"Engineering, Technology, Computer Science","Computer Science, Cybersecurity, Mathematics",https://bigfuture.collegeboard.org/scholarships,49,keep_separate,Different STEM fields
VAR_1424,727,755,Buick Achievers Scholarship - STEM,Barry Goldwater Scholarship,"Engineering, Technology, Computer Science","Science, Mathematics, Engineering",https://bigfuture.collegeboard.org/scholarships,56,keep_separate,Different STEM fields
